journal_nlm_id	delay_type	slope	slope_as_percent	p_value
101572812	Acceptance	 -12.48866	 -21.97629	 1.77e-02
101573065	Acceptance	 -22.83507	 -18.77168	 4.38e-23
101573065	Publication	   8.10000	   3.94219	 9.63e-03
101573242	Acceptance	  13.62482	  23.52541	 9.12e-30
101573242	Publication	  -5.04290	 -16.92010	 9.19e-11
101573243	Acceptance	  11.37942	  18.26234	 8.24e-15
101573243	Publication	  -7.65248	 -28.59640	 4.56e-22
101573691	Acceptance	   6.24809	   3.47980	 8.12e-03
101573691	Publication	  -1.15055	  -3.72177	 1.82e-14
101573788	Acceptance	 -42.46984	 -47.78821	 5.43e-02
101573788	Publication	  -4.45918	 -11.28336	 4.97e-01
101573920	Acceptance	  -0.41822	  -0.18459	 9.19e-01
101573920	Publication	 -14.11991	 -18.06651	 6.87e-32
101574137	Acceptance	  19.16515	  23.52360	 3.87e-05
101574137	Publication	 -13.12042	 -29.64816	 6.75e-05
101574235	Acceptance	  11.83933	  19.02193	 2.29e-15
101575086	Acceptance	  -2.75754	  -3.58913	 4.55e-01
101575086	Publication	  -1.05385	  -1.66731	 7.14e-01
101575377	Acceptance	   2.11061	   2.92543	 3.03e-01
101575377	Publication	  -2.52285	  -5.43666	 2.10e-01
101575677	Acceptance	   2.05079	   1.22954	 8.13e-01
101575761	Acceptance	  10.31412	   6.46155	 9.79e-02
101575761	Publication	   2.82635	   2.87957	 3.90e-01
101576035	Acceptance	  39.01179	  19.62714	 1.97e-41
101576035	Publication	   9.49605	   8.44388	 6.03e-07
101576043	Acceptance	   8.31465	   9.41323	 3.91e-03
101576043	Publication	   7.63710	  38.66605	 1.79e-19
101576349	Acceptance	   4.52113	   3.33981	 1.07e-01
101576451	Acceptance	  11.21028	  19.75072	 1.26e-13
101576451	Publication	  -9.25384	 -34.57822	 3.41e-24
101576452	Acceptance	  10.31016	  17.95081	 1.16e-13
101576452	Publication	  -0.46034	  -2.31134	 5.01e-01
101576454	Acceptance	   9.81759	  17.41953	 3.99e-20
101576454	Publication	  -6.85558	 -24.70928	 5.06e-23
101576456	Acceptance	  12.65482	  23.74262	 1.48e-20
101576456	Publication	 -10.27225	 -32.72960	 2.18e-15
101576457	Acceptance	  12.14151	  22.56464	 4.75e-14
101576457	Publication	  -9.08000	 -31.55095	 4.10e-18
101576603	Acceptance	  11.65418	  20.41467	 1.47e-14
101576603	Publication	  -9.73455	 -33.28504	 5.63e-27
101576609	Acceptance	  10.04411	  20.73510	 5.85e-13
101576609	Publication	  -8.37834	 -27.29202	 1.52e-16
101576782	Acceptance	   5.66495	   4.95224	 2.25e-04
101576782	Publication	 -49.37664	 -57.66262	3.08e-190
101576826	Acceptance	  16.28667	  23.85421	 2.38e-07
101576886	Acceptance	 -16.38099	 -23.40069	 1.76e-08
101576886	Publication	  27.30615	  18.69096	 1.39e-08
101577416	Acceptance	  30.50503	  23.62534	 2.58e-04
101577577	Acceptance	   5.14266	   7.91326	 3.79e-02
101577577	Publication	  -3.28503	  -6.39865	 8.52e-02
101577699	Acceptance	 -11.62702	 -11.00141	 1.51e-02
101577807	Acceptance	   2.12451	   3.97085	 1.56e-01
101577942	Acceptance	   3.55852	  12.84865	 7.96e-02
101577999	Acceptance	   2.02109	   3.07482	 2.70e-01
101577999	Publication	  23.81436	  22.95033	 7.55e-20
101578018	Acceptance	  17.79460	  29.20182	 6.37e-02
101578018	Publication	  -3.91390	 -11.48331	 4.50e-02
101578021	Acceptance	  26.12901	  42.81220	 2.98e-14
101578021	Publication	  55.30717	  46.21678	 5.44e-42
101578022	Acceptance	 -51.31995	 -38.92357	 8.37e-02
101578022	Publication	  19.61183	  35.10135	 1.36e-02
101578609	Acceptance	   3.39935	   8.42202	 1.18e-01
101578609	Publication	 -33.51982	 -25.66450	 6.76e-13
101578790	Acceptance	  13.35718	  19.94891	 6.34e-09
101578808	Acceptance	  -0.77214	  -0.89050	 7.65e-01
101578808	Publication	 -12.18715	 -29.36369	 6.48e-16
101579321	Acceptance	  -0.07219	  -0.09324	 9.81e-01
101579321	Publication	 -13.99985	 -33.22264	 1.79e-40
101579614	Acceptance	  13.47110	  11.47474	 7.11e-13
101579614	Publication	 -31.46400	-118.54849	3.52e-128
101579795	Acceptance	  -3.42408	  -2.83528	 5.52e-01
101579831	Acceptance	 -70.73144	 -45.51674	 1.15e-12
101580004	Acceptance	  -0.63600	  -0.81418	 9.27e-01
101580011	Acceptance	  13.61567	  13.51911	 3.44e-02
101580052	Acceptance	  -0.64289	  -0.62723	 8.51e-01
101580052	Publication	  12.48751	  14.69487	 2.49e-03
101580185	Acceptance	  12.97940	  24.26056	 2.07e-15
101580185	Publication	  -7.93217	 -27.99875	 8.60e-18
101580187	Acceptance	  13.97242	  25.17921	 1.57e-18
101580187	Publication	  -8.49575	 -28.97883	 8.94e-19
101580191	Acceptance	  12.34516	  19.43869	 3.95e-20
101580191	Publication	  -7.20679	 -27.82564	 5.46e-31
101580193	Acceptance	  10.25125	  18.91721	 1.21e-14
101580193	Publication	  -6.89907	 -24.57554	 1.40e-13
101580198	Acceptance	  -9.06848	  -6.77853	 1.74e-01
101580242	Acceptance	   7.73147	  13.07193	 1.98e-02
101580242	Publication	  19.95789	  24.37275	 1.92e-04
101580247	Acceptance	  15.74480	  13.09826	 4.95e-05
101580247	Publication	 -10.19638	 -46.27519	 2.29e-27
101580444	Acceptance	   5.65514	   9.25665	 3.67e-02
101580575	Acceptance	   2.03992	   2.03525	 4.04e-01
101580575	Publication	   0.07897	   0.39854	 9.14e-01
101580716	Acceptance	   7.63873	  12.52935	 4.79e-05
101580716	Publication	  -0.56909	  -8.26725	 1.35e-03
101580775	Acceptance	   9.79116	  11.79521	 9.31e-03
101580780	Acceptance	  -0.09896	  -0.07420	 9.85e-01
101580780	Publication	   6.81191	   5.26113	 4.21e-01
101581018	Acceptance	  12.47814	  22.11337	 2.47e-15
101581018	Publication	  -6.10410	 -22.41961	 1.89e-13
101581025	Acceptance	  10.36733	  19.72641	 2.21e-07
101581025	Publication	  -5.86055	 -18.84228	 1.47e-04
101581030	Acceptance	  12.42263	  22.15976	 8.33e-15
101581030	Publication	  -7.28376	 -24.44051	 7.76e-14
101581035	Acceptance	  16.28211	  27.67538	 3.31e-25
101581035	Publication	  -6.90302	 -25.27216	 1.42e-17
101581124	Acceptance	   9.18737	   7.60631	 1.13e-01
101581124	Publication	   6.21256	  11.77210	 4.48e-05
101581293	Acceptance	  16.24676	  12.41064	 3.51e-05
101581293	Publication	   2.69714	  19.94426	 9.13e-04
101581621	Acceptance	  -5.00925	  -5.74084	 4.73e-01
101582275	Acceptance	  -4.93519	  -5.21782	 1.84e-02
101582382	Acceptance	   5.01858	   4.50709	 4.74e-01
101582382	Publication	  20.75969	  12.98762	 1.01e-06
101583209	Acceptance	  -0.58663	  -0.39550	 8.70e-01
101583209	Publication	   8.43765	  32.82530	 2.51e-06
101583302	Acceptance	  13.77969	  29.32382	 1.56e-12
101583302	Publication	  -9.52810	 -26.84942	 2.41e-09
101583308	Acceptance	  13.29427	  23.06482	 1.68e-15
101583308	Publication	 -10.44275	 -37.20980	 3.39e-16
101584158	Acceptance	 -37.64010	 -24.67975	 9.45e-06
101584158	Publication	   8.17348	  20.55621	 3.10e-03
101584377	Acceptance	  18.33374	  22.94566	 5.44e-05
101584377	Publication	 -10.53470	 -16.17098	 2.62e-04
101585019	Acceptance	  23.99882	  19.43695	 5.79e-03
101585019	Publication	  23.55190	  23.04601	 1.27e-04
101585129	Acceptance	   9.27945	   8.41204	 6.00e-03
101585129	Publication	   1.78637	   3.24214	 3.20e-01
101585280	Acceptance	  23.73077	  28.89400	 4.20e-05
101585280	Publication	  46.51189	  45.49296	 1.47e-14
101585329	Acceptance	   1.67365	   3.36033	 1.53e-01
101585329	Publication	   2.31995	   2.96658	 3.00e-01
101585353	Acceptance	  12.32092	  23.42482	 2.95e-10
101585353	Publication	  -6.39459	 -20.97772	 9.64e-04
101585355	Acceptance	  13.98210	  22.48335	 1.38e-09
101585355	Publication	  -7.55581	 -28.39455	 3.15e-10
101585357	Acceptance	  16.00397	  30.13300	 7.41e-13
101585357	Publication	  -8.01030	 -27.75937	 1.31e-07
101585359	Acceptance	  -0.42544	  -0.56917	 7.91e-01
101585359	Publication	  -0.39549	  -1.90161	 9.93e-02
101585369	Acceptance	   6.29579	   7.53727	 3.68e-02
101585369	Publication	  -5.81187	 -32.74777	 1.04e-05
101585405	Acceptance	  10.50057	  17.99590	 4.53e-20
101585405	Publication	  24.74366	  15.07606	 1.26e-11
101585411	Acceptance	  11.16293	   9.75606	 3.65e-02
101585411	Publication	   4.03357	  20.54194	 1.45e-03
101585412	Acceptance	  17.38512	  26.68904	 1.61e-11
101585412	Publication	  21.74525	  20.93170	 3.10e-18
101585484	Acceptance	   6.85490	  25.03832	 2.52e-05
101585990	Acceptance	 -10.21867	 -14.20356	 5.23e-03
101585990	Publication	   8.90006	   8.47353	 1.72e-02
101586049	Acceptance	   2.16897	   2.08057	 6.13e-01
101586049	Publication	  -8.61327	 -13.50205	 1.69e-02
101586067	Acceptance	   1.95303	   2.04989	 8.09e-01
101586067	Publication	  32.60982	  43.18609	 2.87e-06
101586220	Acceptance	  27.58333	  26.85470	 1.01e-04
101586246	Acceptance	  13.94078	  16.00146	 2.10e-04
101586246	Publication	   6.31527	   9.19938	 7.96e-03
101586617	Publication	   5.06939	   2.32300	 5.63e-01
101586663	Acceptance	   1.15144	   1.61137	 7.13e-01
101586730	Acceptance	   0.17084	   0.23726	 9.70e-01
101586730	Publication	   8.08400	   5.59024	 5.66e-01
101586847	Acceptance	  -2.28621	  -5.81193	 5.38e-01
101586897	Acceptance	  54.07619	  41.61634	 2.73e-31
101586897	Publication	  56.27687	  18.36628	 2.27e-16
101587101	Acceptance	   2.51037	   3.04367	 3.12e-01
101587101	Publication	  -1.99471	  -1.73501	 4.10e-01
101587954	Acceptance	  -1.64388	  -2.68200	 3.09e-01
101587954	Publication	  -0.86898	  -0.74104	 5.54e-01
101587988	Acceptance	   9.55568	  16.64150	 7.57e-06
101588279	Acceptance	   3.67398	   9.00399	 4.60e-01
101588279	Publication	  12.03953	  36.24286	 2.35e-02
101588314	Acceptance	   4.13745	   4.79578	 1.04e-01
101588314	Publication	   1.46602	   3.27788	 3.43e-01
101588850	Acceptance	  -7.77815	 -12.89474	 1.36e-02
101589154	Acceptance	  14.13014	  19.36690	 1.39e-05
101589154	Publication	   0.77266	   1.76694	 6.80e-01
101589458	Acceptance	   8.64728	   8.47875	 1.31e-01
101589637	Acceptance	  -7.07854	  -8.25078	 1.87e-01
101589637	Publication	  -7.08637	  -5.13991	 4.40e-01
101589648	Acceptance	  17.09788	  16.30958	 8.82e-02
101589648	Publication	  35.33354	  33.40699	 1.36e-08
101589932	Acceptance	  23.23608	  42.21707	 3.02e-33
101589932	Publication	   2.01167	   6.33656	 2.80e-01
101590449	Acceptance	  -7.66453	  -4.29404	 2.52e-01
101590449	Publication	  -0.04479	  -0.31424	 9.65e-01
101590471	Acceptance	  20.53173	  45.64144	 2.21e-06
101590471	Publication	  23.90276	  37.15455	 9.87e-07
101590473	Acceptance	  -4.55199	  -6.89270	 5.66e-02
101590473	Publication	 -36.45050	 -38.74510	 4.02e-27
101590587	Acceptance	  -9.68231	  -5.78895	 1.94e-01
101590587	Publication	  13.71990	  11.33635	 3.55e-02
101590593	Acceptance	 -10.15492	 -14.58718	 1.19e-01
101590676	Acceptance	   3.48664	   7.48154	 1.03e-01
101590676	Publication	   2.45873	  20.79749	 9.52e-03
101590741	Acceptance	  35.67125	  21.84390	 3.04e-06
101590741	Publication	  -2.75590	 -10.35862	 1.31e-01
101591366	Acceptance	   7.57420	  22.76986	 7.07e-03
101591369	Acceptance	  17.41703	  17.69164	 2.15e-03
101591376	Acceptance	   9.10052	  18.00519	 6.90e-02
101591806	Acceptance	  15.15157	  24.33862	 7.98e-26
101591806	Publication	  -6.49872	 -26.26542	 3.38e-17
101591808	Acceptance	  13.55919	  24.22717	 1.64e-10
101591808	Publication	  -8.40686	 -26.95765	 6.28e-10
101591814	Acceptance	   9.30331	  17.35937	 3.13e-08
101591814	Publication	 -11.66835	 -38.06464	 6.03e-21
101591861	Publication	   1.26978	  14.96475	 1.06e-01
101591863	Acceptance	  10.79784	  22.90503	 3.22e-08
101591863	Publication	  -6.11744	 -18.46670	 4.67e-04
101592084	Acceptance	  -0.81066	  -0.57481	 8.81e-01
101592084	Publication	  -4.27160	  -9.51673	 5.80e-04
101592994	Acceptance	 -50.32436	 -20.16370	 9.11e-04
101592994	Publication	   1.75486	   3.35300	 5.98e-01
101594320	Publication	  -0.13648	  -1.96050	 7.34e-01
101594885	Acceptance	   0.73941	   1.05289	 8.34e-01
101594885	Publication	  -4.76697	  -9.37595	 1.67e-02
101595310	Acceptance	   2.76359	   3.26932	 2.30e-01
101595310	Publication	   3.03211	   5.52524	 5.56e-02
101595366	Acceptance	 -17.50980	 -20.26807	 3.57e-02
101595366	Publication	 -15.04269	 -47.46245	 2.19e-19
101595808	Acceptance	   1.71215	  12.07440	 8.80e-01
101595808	Publication	-324.15245	-505.96116	 4.60e-61
101595919	Acceptance	   8.23515	   7.24170	 2.69e-01
101595919	Publication	   5.95550	   9.66171	 2.83e-02
101596156	Acceptance	  17.75508	  13.82253	 2.22e-04
101596156	Publication	 -23.54619	 -36.08440	 2.74e-10
101596317	Acceptance	   7.57266	  13.14247	 2.69e-02
101596414	Acceptance	  10.74754	  18.09740	 4.24e-09
101596872	Acceptance	   7.75526	   6.03984	 2.90e-01
101596872	Publication	   3.59021	  17.02256	 1.79e-02
101596899	Acceptance	   4.64510	   9.53715	 1.59e-01
101596899	Publication	  21.83298	  23.28186	 9.30e-05
101597070	Acceptance	  10.56150	  10.27513	 6.48e-05
101597070	Publication	  -0.82309	  -9.50339	 7.45e-03
101597220	Acceptance	  12.49774	  12.46218	 3.75e-03
101597220	Publication	  -1.64584	  -2.85695	 2.34e-01
101597442	Acceptance	   0.16728	   0.18139	 9.73e-01
101597442	Publication	  12.05333	  10.84084	 1.35e-18
101597967	Acceptance	  10.02610	  10.80338	 2.41e-13
101597967	Publication	   2.01454	  11.94430	 5.28e-07
101597971	Acceptance	  10.24778	  14.59231	 5.05e-03
101597971	Publication	   2.23519	  10.25398	 2.04e-01
101598241	Acceptance	   5.19487	   6.48897	 2.94e-01
101598241	Publication	   4.78665	   4.21768	 1.29e-01
101598259	Acceptance	   2.45049	   5.53360	 4.95e-01
101598259	Publication	  -1.22060	 -11.31728	 7.18e-02
101598416	Acceptance	  10.83495	  21.28829	 3.01e-09
101598416	Publication	  -2.34239	 -10.40027	 7.58e-02
101598418	Acceptance	  10.57275	  19.77595	 1.05e-07
101598418	Publication	  -4.37454	 -17.89341	 7.48e-05
101598646	Acceptance	   8.62185	  12.58664	 8.21e-04
101599215	Acceptance	   2.61828	   1.69689	 6.45e-01
101599306	Acceptance	   3.98599	   7.37604	 1.70e-01
101599306	Publication	   0.00432	   0.05064	 9.89e-01
101599504	Acceptance	 -19.11234	 -16.20232	 7.72e-04
101599824	Acceptance	  10.83321	  12.94314	 1.88e-01
101599824	Publication	   0.22388	   1.33500	 8.44e-01
101600052	Acceptance	   3.46634	   6.29314	 6.66e-02
101600173	Acceptance	   5.54138	   6.46374	 6.67e-18
101600173	Publication	  30.50640	  51.60773	 0.00e+00
101600560	Acceptance	   8.28077	  12.69161	 4.07e-01
101600560	Publication	  18.65960	  36.62767	 3.54e-06
101600750	Acceptance	   8.34308	  26.93627	 2.06e-02
101600770	Acceptance	 -10.79881	  -6.76561	 2.55e-01
101600770	Publication	-130.82034	 -46.37659	 5.69e-08
101601065	Acceptance	   5.20757	   9.95264	 2.01e-01
101601396	Acceptance	   1.29063	   2.04024	 4.32e-01
101601396	Publication	   0.76128	   1.22298	 6.94e-01
101601540	Acceptance	   4.62254	   3.42605	 5.28e-01
101601540	Publication	  -3.32496	  -2.79031	 6.79e-01
101601613	Acceptance	   4.69723	  15.86307	 1.02e-03
101602023	Acceptance	   6.31374	   9.57788	 3.36e-01
101602614	Acceptance	   4.85748	   5.13036	 5.79e-01
101602614	Publication	  19.88978	  13.71039	 7.52e-08
101602699	Acceptance	  -3.22588	  -2.78128	 4.27e-01
101602699	Publication	   0.68818	   3.83170	 3.12e-01
101603132	Acceptance	   3.66257	   3.33941	 3.84e-01
101603132	Publication	   3.72110	   3.24157	 1.11e-01
101603425	Acceptance	  14.09122	  16.06005	 2.16e-12
101603425	Publication	  -0.24213	  -0.95938	 4.71e-01
101603758	Acceptance	  -7.02666	 -10.22879	 1.90e-01
101603758	Publication	  -1.98237	  -4.55165	 4.13e-01
101604463	Acceptance	   8.53526	  12.48231	 3.92e-02
101604463	Publication	 -14.58490	 -38.69562	 2.91e-09
101605016	Publication	  -2.92953	 -20.35806	 2.71e-02
101605121	Acceptance	   0.78470	   0.94688	 9.38e-01
101605121	Publication	 -14.65826	 -12.97584	 1.05e-01
101605206	Acceptance	  -3.90291	  -4.20815	 3.74e-01
101605206	Publication	  12.12552	  26.14668	 1.24e-03
101605237	Acceptance	   8.08203	  10.15611	 1.97e-04
101605237	Publication	  34.31471	  58.04587	 7.83e-26
101605247	Acceptance	 -12.21613	  -7.78367	 3.22e-01
101605247	Publication	  -0.79111	  -1.87515	 6.50e-01
101605473	Acceptance	   2.80370	   3.00902	 5.27e-01
101605473	Publication	  -8.02685	 -13.80503	 9.17e-02
101605555	Acceptance	 -25.57314	 -66.10084	 7.76e-02
101605555	Publication	   1.94790	   5.86052	 8.15e-01
101605639	Acceptance	   6.44600	  26.39729	 1.06e-08
101605639	Publication	  -9.04416	 -73.91859	 1.98e-21
101605730	Acceptance	   5.45121	  25.02468	 6.23e-02
101605730	Publication	  -2.20517	 -19.63506	 1.05e-05
101605877	Acceptance	   4.24788	  11.77416	 2.69e-02
101606588	Acceptance	  15.23439	  24.58588	 4.99e-05
101606638	Acceptance	   6.21257	  15.28559	 6.42e-02
101606645	Acceptance	  21.18614	  21.19491	 3.23e-05
101606645	Publication	   2.13291	  10.76709	 9.62e-02
101606704	Acceptance	   3.74739	  12.63835	 4.54e-02
101606704	Publication	  -8.01986	 -24.75562	 1.52e-05
101606711	Acceptance	   3.84191	   4.87215	 7.06e-01
101606711	Publication	  -4.07026	  -4.61119	 4.73e-01
101606807	Acceptance	   3.06426	   3.88783	 6.24e-01
101607800	Acceptance	   1.00699	   2.31541	 7.96e-01
101607800	Publication	   1.47243	   4.09983	 3.36e-01
101608315	Acceptance	   6.47283	   9.28444	 2.37e-01
101608315	Publication	 -44.15143	 -39.80191	 3.67e-07
101608356	Acceptance	 -24.66882	 -16.72351	 5.06e-04
101608375	Acceptance	  20.30719	  41.89183	 1.29e-07
101609037	Acceptance	 -13.83108	 -13.56727	 2.40e-03
101609037	Publication	   0.18924	   0.34556	 9.37e-01
101609191	Acceptance	   6.49365	  12.84182	 2.94e-07
101609244	Acceptance	  41.14828	  27.54110	 1.69e-03
101609244	Publication	 -12.95041	 -31.07477	 3.98e-02
101610229	Acceptance	 -17.19220	 -11.54694	 1.73e-02
101610479	Acceptance	  25.00428	  22.25901	 3.41e-06
101610672	Acceptance	  -2.48780	  -2.30076	 7.02e-01
101610672	Publication	 -17.81650	 -57.63148	 1.03e-13
101610673	Acceptance	  -0.46516	  -1.74606	 8.47e-01
101610673	Publication	   0.87144	   4.20235	 4.64e-01
101611182	Acceptance	  13.55772	  35.39381	 5.45e-06
101611182	Publication	   4.24521	   4.17212	 5.09e-01
101611199	Acceptance	  22.06922	  22.13119	 7.61e-03
101611199	Publication	   7.33913	   8.59048	 2.59e-01
101611300	Acceptance	  38.95021	  22.45695	 3.00e-08
101611300	Publication	  -4.98696	 -14.55855	 1.48e-20
101613130	Acceptance	  -9.47174	 -14.75348	 1.84e-01
101613130	Publication	 -38.41312	 -35.68931	 1.61e-03
101613227	Acceptance	  -2.90409	  -5.69386	 1.30e-01
101613227	Publication	   3.93799	  16.25448	 1.06e-02
101613422	Acceptance	  -6.08648	  -6.11952	 1.33e-01
101613422	Publication	   7.62091	  22.30696	 9.33e-05
101613643	Acceptance	  73.92289	  25.38536	 1.14e-07
101613643	Publication	 -13.65020	 -51.88836	 1.07e-09
101614202	Acceptance	   1.85809	  11.83381	 2.11e-01
101614202	Publication	  15.89850	  30.53489	 7.29e-04
101614637	Acceptance	  45.97602	  37.91174	 1.06e-01
101614637	Publication	  53.63491	 220.36629	 2.27e-22
101615124	Acceptance	   1.45585	   0.83874	 8.23e-01
101615124	Publication	  -8.23385	  -5.31828	 1.21e-01
101615147	Acceptance	  -0.64631	  -0.62380	 8.79e-01
101615147	Publication	  -8.91286	 -24.96742	 2.09e-04
101615171	Acceptance	   1.07042	   3.60318	 6.24e-01
101615171	Publication	   4.01936	  20.62441	 1.28e-03
101615492	Acceptance	  11.83569	  16.19700	 3.48e-03
101615492	Publication	   1.20188	   6.28175	 8.89e-02
101616579	Acceptance	  12.77577	  17.18054	 2.07e-05
101616579	Publication	  14.52767	  38.32676	 4.12e-05
101616869	Acceptance	  27.42484	  33.83097	 1.21e-09
101616869	Publication	  -9.88239	 -38.08405	 1.81e-02
101617978	Acceptance	 -12.76806	 -44.37655	 7.85e-05
101618806	Acceptance	  37.47981	  30.60920	 8.48e-19
101618821	Acceptance	 -17.69061	 -40.46094	 2.12e-01
101618821	Publication	 -24.88070	 -53.51188	 1.19e-01
101618943	Acceptance	   3.02819	  14.13678	 3.65e-01
101618943	Publication	 -12.01328	 -89.13080	 6.82e-11
101619156	Acceptance	  -0.43091	  -0.55962	 9.47e-01
101619156	Publication	   4.87768	  16.85378	 5.46e-03
101619899	Acceptance	  14.93435	  29.97317	 2.05e-04
101619899	Publication	  -2.77191	 -37.33776	 2.98e-03
101619905	Acceptance	  19.72221	  34.05989	 6.82e-06
101619905	Publication	  -0.83911	 -22.26806	 9.54e-02
101620182	Acceptance	  -7.08126	  -7.45909	 4.06e-01
101620182	Publication	 -13.11380	 -22.04000	 4.47e-03
101620313	Acceptance	   1.98400	   3.81471	 5.45e-01
101620313	Publication	  -4.99383	 -30.82702	 6.02e-04
101620319	Acceptance	   5.20435	   8.80379	 3.53e-02
101620319	Publication	   7.30252	  20.47043	 5.81e-07
101620385	Acceptance	  20.09153	  17.17471	 9.22e-04
101620385	Publication	  -2.80485	  -4.07334	 5.81e-01
101620585	Acceptance	   0.40623	   0.48475	 9.52e-01
101620585	Publication	   6.12737	  15.85942	 2.84e-02
101622189	Acceptance	  34.52415	  29.07554	 7.43e-04
101622189	Publication	  -5.06720	  -9.11394	 4.86e-01
101622231	Acceptance	  22.83720	  21.02730	 1.88e-04
101622231	Publication	  -0.75205	  -0.82696	 8.45e-01
101622292	Acceptance	  17.64554	  36.36736	 4.62e-03
101622319	Acceptance	   4.01526	   3.99951	 6.58e-01
101622319	Publication	 -11.33105	 -37.00757	 2.10e-03
101622466	Acceptance	   7.88639	  17.72674	 5.31e-02
101622466	Publication	   9.13811	   9.11675	 1.72e-01
101622895	Acceptance	  11.12516	  19.91199	 1.67e-03
101622895	Publication	   8.27678	   6.11149	 1.43e-01
101623101	Acceptance	   7.62544	   9.57012	 3.06e-01
101623101	Publication	  16.23671	  46.91801	 1.20e-07
101623246	Acceptance	 -38.39779	 -18.42009	 6.56e-05
101623278	Acceptance	  -7.48046	 -12.70117	 3.07e-01
101623278	Publication	   2.24189	   4.79916	 6.27e-01
101623795	Acceptance	  -4.75360	  -2.35080	 3.60e-01
101624144	Acceptance	   1.04402	   0.92674	 9.10e-01
101624144	Publication	  -1.76643	  -6.63985	 5.01e-01
101624414	Acceptance	  13.01498	  13.09090	 3.43e-02
101624439	Acceptance	  -4.49074	  -3.31941	 5.46e-01
101624623	Acceptance	 -12.64547	 -13.92298	 4.46e-02
101624623	Publication	  35.05575	  11.61633	 7.08e-02
101624750	Acceptance	  20.86504	  23.19805	 2.36e-03
101624750	Publication	 -30.86674	 -98.15432	 5.46e-18
101624857	Acceptance	   9.37133	  13.60955	 2.69e-01
101624857	Publication	  -1.53057	  -2.46757	 6.73e-01
101624961	Acceptance	  -0.37492	  -0.48530	 8.94e-01
101625812	Acceptance	  41.95793	  11.27483	 7.23e-03
101626019	Acceptance	   0.39572	   0.71586	 9.32e-01
101626369	Acceptance	  -5.26563	  -8.89010	 4.94e-01
101626369	Publication	   0.07486	   0.11725	 9.88e-01
101627166	Acceptance	   5.43933	   6.37012	 8.43e-02
101627166	Publication	  37.69745	  59.97396	 2.47e-18
101627304	Acceptance	   5.71299	   5.53175	 4.93e-01
101627304	Publication	  -7.06520	 -31.18469	 6.82e-03
101627670	Acceptance	  25.87630	  28.07521	 1.05e-03
101627670	Publication	 -12.26562	 -33.35064	 6.70e-03
101627676	Acceptance	  -3.86927	  -2.18547	 7.66e-01
101627676	Publication	   0.31792	   2.06251	 8.18e-01
101627692	Acceptance	  -8.92860	  -7.79027	 4.05e-01
101627692	Publication	  -9.31831	 -21.59349	 9.07e-03
101627988	Acceptance	   4.35452	   6.96422	 2.47e-01
101627988	Publication	  -1.86760	  -8.41159	 2.43e-02
101629355	Acceptance	  11.59663	  15.89526	 6.13e-03
101630250	Acceptance	  18.48759	  28.17953	 3.21e-04
101630250	Publication	   0.15637	   0.76967	 8.71e-01
101631052	Acceptance	  17.75048	  39.41083	 1.83e-05
101631052	Publication	  -5.52299	 -12.84712	 1.01e-02
101631219	Acceptance	  47.50272	  36.05611	 8.47e-05
101631219	Publication	  27.99048	  62.01950	 1.49e-05
101632149	Acceptance	 -62.98661	 -54.15945	 3.27e-08
101632149	Publication	 -25.20993	-132.63054	 3.29e-18
101632437	Acceptance	  -6.52252	  -9.37856	 3.40e-01
101632437	Publication	 -11.84225	 -20.05557	 6.31e-03
101632513	Acceptance	  15.91122	  19.30679	 2.44e-04
101632513	Publication	   0.48145	   2.42527	 5.12e-01
101634120	Acceptance	 -11.97716	 -76.04546	 3.24e-08
101634120	Publication	  -9.88034	 -85.03882	 4.39e-15
101635337	Acceptance	  -6.85034	 -12.82250	 1.40e-01
101635337	Publication	 -21.31361	 -69.23019	 7.69e-05
101635614	Acceptance	  15.41712	  22.71153	 1.02e-15
101636388	Acceptance	  14.49507	  15.36944	 1.19e-01
101636388	Publication	  11.47237	  23.03182	 5.30e-06
101636666	Acceptance	  -0.08244	  -0.19635	 9.87e-01
101636666	Publication	   4.32856	  90.87203	 4.67e-16
101636743	Acceptance	  12.40508	  14.12303	 7.75e-02
101637045	Acceptance	  20.58386	  30.20828	 2.78e-06
101637045	Publication	 -25.21757	 -89.91576	 1.96e-20
101637652	Acceptance	 -16.59271	 -15.54314	 1.88e-02
101637652	Publication	 -50.25461	 -51.18028	 6.18e-06
101638123	Acceptance	  -5.14321	 -10.30122	 6.89e-01
101638123	Publication	  25.54933	  31.91292	 2.21e-02
101638398	Acceptance	   6.36851	   6.43284	 2.76e-01
101638398	Publication	  19.05739	  36.24997	 3.07e-06
101639919	Acceptance	  24.81033	  27.89050	 7.81e-02
101639919	Publication	  27.32314	  29.96805	 1.43e-02
101640192	Acceptance	   9.68271	   9.15091	 3.90e-01
101640192	Publication	  -4.24478	 -10.04300	 3.79e-01
101642070	Acceptance	  15.79073	  24.42570	 2.29e-02
101642070	Publication	   5.69437	  17.98374	 1.09e-01
101642540	Acceptance	 -14.78355	 -24.75763	 1.39e-03
101642540	Publication	  42.95647	  48.14193	 1.18e-08
101643461	Acceptance	  23.30500	  15.93481	 5.40e-02
101643461	Publication	  -0.26387	  -0.82370	 8.91e-01
101643563	Acceptance	  13.67947	  14.26471	 4.96e-02
101645099	Acceptance	 -30.82505	 -38.18282	 7.38e-03
101645099	Publication	  10.37096	  23.13635	 3.56e-02
