journal_nlm_id	delay_type	slope	slope_as_percent	p_value
101088663	Publication	   1.73484	  29.43554	 2.68e-65
101088665	Acceptance	   1.79776	   1.00916	 2.57e-01
101088665	Publication	   1.16800	  19.33305	 5.41e-18
101088667	Acceptance	   9.89706	   5.25457	 1.06e-04
101088673	Acceptance	   3.44566	   2.01793	 9.74e-02
101088673	Publication	   1.34666	  28.19714	 3.00e-11
101088674	Acceptance	  -1.75375	  -1.09536	 1.33e-01
101088674	Publication	   2.14143	  26.13996	 5.75e-19
101088676	Acceptance	  -2.56854	  -1.52133	 9.20e-02
101088676	Publication	   1.60379	  18.64093	 1.04e-14
101088677	Acceptance	   9.72195	   4.17879	 1.16e-64
101088677	Publication	   1.86471	  25.98562	4.31e-278
101088678	Acceptance	   6.59754	   2.95820	 9.26e-04
101088678	Publication	   1.70582	  24.29401	 1.57e-15
101088679	Acceptance	   6.67757	   3.31895	 2.45e-18
101088679	Publication	   1.77188	  22.02265	 1.82e-70
101088680	Acceptance	   5.85326	   3.12068	 1.36e-05
101088680	Publication	   1.53794	  15.01803	 4.99e-11
101088682	Acceptance	   6.26730	   3.11439	 7.75e-12
101088682	Publication	   2.10045	  23.98628	 9.50e-42
101088683	Acceptance	   8.43466	   3.66325	 1.10e-04
101088683	Publication	   1.73808	  21.34080	 2.46e-25
101088684	Acceptance	  -3.45775	  -2.12191	 2.14e-03
101088684	Publication	   1.55043	  18.11678	 2.52e-27
101088685	Acceptance	   0.47959	   0.29009	 7.42e-01
101088685	Publication	   1.82167	  20.12751	 3.99e-16
101088687	Acceptance	   8.33957	   5.15369	 8.81e-09
101088687	Publication	   0.81078	  35.38525	 1.13e-16
101088689	Acceptance	   0.07328	   0.05001	 9.37e-01
101088689	Publication	   1.16366	  45.28499	 2.93e-39
101088690	Acceptance	   5.74948	   2.83660	 1.35e-06
101088690	Publication	   1.74199	  19.59284	 1.87e-27
101089166	Acceptance	 -13.83430	  -5.75722	 5.93e-02
101089166	Publication	  -3.89114	  -8.50495	 3.39e-02
101089176	Acceptance	   2.84781	   1.69248	 4.64e-04
101089178	Acceptance	  -0.05224	  -0.30299	 5.45e-01
101089178	Publication	  -0.17370	  -1.98756	 1.54e-06
101089367	Acceptance	   6.51019	   3.27016	 5.18e-01
101090048	Acceptance	   4.43842	   2.45636	 1.51e-06
101090048	Publication	  -1.68423	 -11.92140	 1.24e-10
101090633	Acceptance	   1.66413	   1.21750	 1.65e-04
101090633	Publication	  -0.11475	  -1.46456	 2.47e-01
101090797	Acceptance	   6.17031	   8.22417	 5.41e-07
101090797	Publication	  -0.63305	  -0.85755	 6.69e-01
101090848	Acceptance	  10.68345	   3.55649	 6.75e-12
101090848	Publication	  -5.94226	 -14.79865	 6.26e-51
101090931	Acceptance	   4.06995	   1.87047	 1.40e-01
101090931	Publication	  -4.31612	 -12.32317	 1.14e-12
101091305	Publication	  10.03078	  16.79419	 3.21e-03
101091810	Acceptance	  17.94589	  26.33536	 4.68e-02
101092707	Acceptance	   1.80496	   1.25094	 1.87e-01
101092707	Publication	  -3.97669	  -6.49412	 4.14e-23
101092791	Acceptance	   1.10696	   2.02696	 4.14e-08
101092791	Publication	  -0.32720	  -2.99656	 1.44e-01
101092952	Acceptance	   1.13940	   0.94980	 6.79e-01
101093076	Acceptance	  22.83488	  15.05349	 2.00e-13
101093320	Acceptance	   0.69174	   0.57925	 4.21e-02
101093320	Publication	  -2.97513	  -8.45794	 4.22e-82
101094211	Acceptance	 -19.54170	 -10.66904	 2.50e-12
101094212	Acceptance	  19.36919	  14.59110	 8.67e-20
101095653	Acceptance	   9.84919	   6.96144	 9.75e-16
101095653	Publication	 -14.35941	 -22.43595	 9.73e-65
101095924	Acceptance	   5.56278	   1.71734	 7.57e-03
101095924	Publication	  35.33479	  16.22361	3.35e-185
101096396	Acceptance	   4.83214	   2.99210	 2.18e-03
101096396	Publication	  35.53459	  44.76316	 1.13e-11
101096520	Acceptance	  -7.59594	  -4.37437	 7.18e-05
101096520	Publication	  -5.72615	 -20.10513	 7.70e-40
101119673	Acceptance	   1.47966	   1.38306	 2.90e-01
101120028	Acceptance	   8.47055	   4.19192	 1.12e-26
101120028	Publication	   0.30209	   0.75208	 3.74e-01
101120605	Acceptance	  -0.09084	  -0.17813	 9.15e-01
101120605	Publication	  -2.36168	 -16.52927	 9.05e-03
101120693	Acceptance	   0.98298	   0.98052	 7.08e-01
101120693	Publication	 -37.64301	 -56.60603	 7.54e-31
101121446	Acceptance	   6.77231	  13.12007	 2.64e-03
101121582	Acceptance	  -0.56232	  -0.87827	 6.63e-01
101121582	Publication	  -6.51131	 -15.29905	 1.90e-22
101121847	Acceptance	   2.77332	   6.52581	 1.70e-01
101121949	Acceptance	   0.50087	   0.52681	 8.39e-01
101121949	Publication	   1.01899	   2.63278	 3.38e-01
101122473	Acceptance	  -1.87362	  -1.27582	 9.57e-02
101122473	Publication	  -1.95958	  -9.42649	 1.87e-10
101123037	Acceptance	   7.61692	   4.83345	 1.02e-02
101125446	Acceptance	   3.99101	   3.97216	 5.39e-02
101125610	Acceptance	  -5.76961	  -5.07738	 3.65e-02
101125610	Publication	 -10.04590	 -10.10014	 5.08e-06
101125969	Acceptance	  -2.94302	  -3.01152	 2.49e-01
101125969	Publication	  -6.55917	 -18.31692	 2.91e-03
101125977	Acceptance	   4.02552	   3.48605	 2.13e-01
101126308	Acceptance	 -20.80823	  -9.33645	 1.79e-14
101126530	Acceptance	  -1.23352	  -0.88220	 7.32e-02
101126530	Publication	  -0.84480	  -2.04319	 4.29e-05
101126728	Acceptance	  11.84929	   5.95617	 2.66e-01
101126728	Publication	 -33.23594	 -23.22567	 1.03e-03
101126979	Acceptance	   7.70748	   4.07435	 2.21e-01
101126979	Publication	   6.72245	  16.43532	 4.32e-05
101128185	Acceptance	  -3.64831	  -3.10326	 7.83e-03
101128185	Publication	  -6.15515	 -20.38544	 7.29e-11
101128385	Acceptance	   8.58812	   8.63128	 3.54e-01
101128385	Publication	  -0.05582	  -0.15627	 9.87e-01
101128793	Acceptance	  -2.24479	  -1.19278	 2.56e-01
101128793	Publication	  -3.33320	  -7.96356	 3.48e-18
101128940	Acceptance	  13.74369	  14.21407	 3.47e-01
101128940	Publication	-217.23665	-141.26608	 6.41e-12
101128963	Acceptance	   7.35993	   8.84279	 6.39e-27
101128963	Publication	  -4.80157	 -25.34938	 6.74e-31
101128966	Acceptance	  -5.82297	  -4.87608	 3.52e-14
101128966	Publication	  -3.74942	  -9.94342	 1.92e-53
101128967	Acceptance	  -3.54111	 -14.77828	 8.56e-41
101128967	Publication	  -1.26375	  -5.07448	 3.78e-03
101129542	Acceptance	  -9.28404	  -5.52508	 1.10e-09
101129542	Publication	  17.30327	   3.58075	 3.57e-05
101129617	Acceptance	  -4.55893	  -4.04546	 1.74e-01
101129617	Publication	   2.48273	   7.29386	 5.24e-03
101130150	Acceptance	-172.93175	-193.52519	 4.66e-08
101130150	Publication	  22.46098	  32.58977	 5.80e-01
101130615	Acceptance	  -2.68969	  -2.17030	 2.12e-03
101130615	Publication	  -5.17837	 -16.91675	 5.71e-15
101130617	Acceptance	   8.23793	   3.50373	 2.42e-10
101130617	Publication	  -0.11000	  -0.27974	 8.43e-01
101130732	Acceptance	   2.02892	   1.08672	 2.43e-02
101130732	Publication	 -12.70926	 -25.53454	4.92e-210
101130835	Acceptance	  11.74896	   9.79280	 8.40e-03
101130835	Publication	   3.58250	   5.36335	 2.01e-01
101130839	Publication	   7.45274	  13.91126	 1.27e-04
101131163	Acceptance	  14.10122	  21.97452	1.71e-192
101131163	Publication	 -14.59987	 -24.16323	4.48e-131
101132535	Acceptance	  16.90073	  11.32289	 3.63e-01
101132535	Publication	  21.26853	 118.82699	 2.76e-10
101132622	Acceptance	  10.66921	   4.53409	 1.90e-13
101132622	Publication	 -64.47061	 -42.79661	3.86e-130
101132988	Acceptance	  -5.22987	  -1.64571	 5.55e-01
101132988	Publication	  -3.88703	 -14.29210	 1.78e-06
101132995	Acceptance	 -17.73399	 -16.21658	 1.18e-08
101132995	Publication	 -62.70003	 -96.82333	 2.98e-40
101134327	Acceptance	  -1.21129	  -1.56994	 1.08e-49
101134327	Publication	  -3.34570	  -9.46104	 0.00e+00
101134359	Acceptance	   2.71601	   3.48572	 8.80e-03
101134359	Publication	  -2.31582	  -2.21301	 3.14e-01
101134822	Acceptance	  -6.60537	  -4.11739	 3.51e-04
101134822	Publication	 -21.34537	 -24.01931	 4.81e-31
101134867	Acceptance	  -3.29568	  -1.28466	 1.05e-01
101134867	Publication	  -4.30017	 -12.77070	 1.39e-19
101135325	Acceptance	  -8.83689	  -5.13098	 1.02e-16
101135325	Publication	  -9.80727	 -26.00105	 5.10e-87
101135365	Acceptance	   8.10394	   9.03961	 1.71e-25
101135365	Publication	  -2.54434	 -12.25541	 3.29e-13
101135738	Publication	  27.01204	  36.15114	 2.05e-16
101135740	Acceptance	 -15.35877	 -16.08028	 1.15e-51
101135740	Publication	   1.78430	   2.56386	 4.48e-03
101135818	Acceptance	   3.50575	   4.97834	 1.25e-01
101137270	Acceptance	   6.05395	  21.49796	 3.29e-25
101137270	Publication	  -1.34369	  -3.80135	 1.95e-02
101137600	Acceptance	  -1.46033	  -1.33198	 7.23e-02
101137600	Publication	  -9.47588	 -12.76235	 8.86e-20
101137604	Acceptance	   0.52084	   0.37275	 8.97e-01
101137604	Publication	   1.06829	   3.11767	 3.99e-01
101139138	Acceptance	   2.92495	   2.73996	 1.25e-05
101139138	Publication	  -3.20330	  -8.48732	6.43e-102
101139309	Acceptance	 -90.44315	-105.44465	 7.51e-03
101139554	Acceptance	  -1.86621	  -1.53463	 1.83e-15
101139554	Publication	  -1.67754	 -12.05176	2.90e-243
101139795	Acceptance	  -1.33299	  -0.98010	 1.77e-01
101139795	Publication	   2.24276	  20.05350	 1.92e-25
101139802	Acceptance	  -1.61989	  -1.47515	 1.34e-08
101139802	Publication	   1.93661	  29.01132	1.27e-217
101139812	Acceptance	   2.58587	   2.92598	 5.96e-08
101139812	Publication	   2.27878	  25.02564	 4.45e-68
101140022	Acceptance	  -0.03576	  -0.03657	 9.42e-01
101140022	Publication	  -2.35047	 -17.28262	 4.00e-73
101140040	Acceptance	   2.79947	   2.28651	 5.45e-02
101140040	Publication	  -1.85043	  -3.43744	 1.43e-05
101140142	Acceptance	  -5.30030	  -3.37075	 1.43e-01
101140142	Publication	 -13.80540	 -35.42360	 1.50e-06
101140517	Acceptance	   4.51501	   1.95235	 1.36e-01
101140988	Acceptance	   0.11081	   0.11799	 6.86e-01
101140988	Publication	  -5.06133	 -10.01449	9.76e-236
101141792	Acceptance	  -2.06690	  -1.55415	 5.78e-04
101141792	Publication	  -3.44607	  -9.82327	 2.99e-56
101142614	Acceptance	   5.21445	   6.69503	 1.59e-02
101142614	Publication	   2.01390	   3.71882	 2.67e-01
101142708	Acceptance	   3.40753	   4.52980	 1.95e-02
101142708	Publication	 -13.99158	 -11.00411	 1.28e-75
101142710	Acceptance	  -3.08582	  -2.52499	 1.83e-01
101146178	Acceptance	  -1.30119	  -1.28644	 8.49e-01
101147009	Acceptance	   0.56019	   0.46021	 7.38e-01
101147064	Acceptance	  -1.21275	  -2.15035	 1.56e-01
101147064	Publication	 -21.68908	 -57.32476	 9.15e-05
101147197	Acceptance	  -4.39847	  -2.36311	 1.32e-01
101147518	Acceptance	  -0.94939	  -0.78046	 1.21e-01
101147518	Publication	   1.82680	  22.46411	 3.42e-53
101147637	Acceptance	  -0.32948	  -0.52753	 3.63e-01
101147637	Publication	   2.00978	  25.16117	 3.50e-59
101147645	Acceptance	  -1.02399	  -0.66011	 1.87e-01
101147645	Publication	   1.94287	  28.25083	 7.38e-46
101147692	Acceptance	 -11.83474	  -6.01206	 1.13e-13
101147692	Publication	   2.70577	  21.27239	 1.33e-27
101147696	Acceptance	   4.46658	   6.58369	 9.68e-23
101147696	Publication	   1.80659	  27.99639	 2.95e-61
101147698	Acceptance	   4.50765	   3.21684	 1.70e-15
101147698	Publication	   1.92987	  31.49961	5.85e-103
101148810	Acceptance	  -2.20279	  -1.94375	 6.93e-01
101148810	Publication	   1.05776	   1.00353	 8.39e-01
101148926	Acceptance	  -1.54608	  -1.50147	 6.18e-01
101148926	Publication	 -16.66137	 -23.42031	 2.17e-15
101150042	Acceptance	 -77.17424	 -56.49811	 4.78e-02
101150042	Publication	  -9.65566	 -57.64571	 6.21e-02
101152152	Acceptance	   1.55870	   1.64369	 5.61e-03
101152152	Publication	   1.80792	  25.72884	 1.31e-36
101152195	Acceptance	  -3.50528	  -3.49799	 7.54e-03
101152195	Publication	   5.46226	  38.14045	 1.21e-23
101152198	Acceptance	   0.87232	   0.97270	 1.05e-01
101152198	Publication	   1.83582	  38.16160	 7.41e-44
101152208	Acceptance	  -7.47465	  -6.24860	 1.83e-04
101152208	Publication	   2.39770	  24.24305	 1.15e-19
101152210	Acceptance	  -4.99096	  -3.06411	 1.65e-02
101152210	Publication	   1.67665	  29.09336	 5.37e-11
101152213	Acceptance	   0.33983	   0.21347	 6.66e-01
101152213	Publication	   1.58020	  24.93721	 1.55e-53
101152804	Acceptance	  69.49408	  15.38098	 3.81e-12
101152804	Publication	  29.02023	  34.15972	 5.29e-07
101153623	Acceptance	  -8.08668	  -6.96949	 2.02e-06
101153623	Publication	   7.77338	  24.27702	 6.71e-34
101153624	Acceptance	   3.41445	   1.62371	 2.39e-01
101153624	Publication	   2.15964	  33.10002	 2.42e-32
101153626	Acceptance	   6.33096	   4.01069	 8.63e-25
101153626	Publication	   1.85293	  26.22161	 8.75e-98
101153627	Acceptance	   2.00865	   2.04712	 8.13e-09
101153627	Publication	   1.36346	  29.43125	 3.67e-76
101154140	Acceptance	  -3.73667	  -3.09494	 7.43e-02
101154140	Publication	 -15.01068	 -35.21915	 1.47e-30
101154438	Acceptance	   6.05957	   3.90125	 6.06e-42
101154438	Publication	  -1.22126	  -9.43427	 5.05e-23
101155107	Acceptance	   0.10835	   0.13620	 9.45e-01
101155107	Publication	  -6.47708	  -9.76319	 3.05e-11
101155115	Acceptance	   2.17119	   4.23982	 9.19e-02
101155115	Publication	  -3.53732	  -6.86102	 3.53e-03
101155137	Acceptance	   2.94748	   3.94972	 7.02e-08
101155137	Publication	  19.86202	  13.97134	 9.30e-56
101155473	Acceptance	   8.89927	   5.70812	 3.88e-49
101155473	Publication	  -0.07884	  -0.18203	 6.40e-01
101155780	Acceptance	 -38.35609	 -17.13144	 1.61e-05
101155780	Publication	  -8.75057	 -14.18472	 6.44e-03
101156063	Acceptance	   9.22814	  10.05354	 1.16e-01
101156063	Publication	   9.30474	  19.03514	 9.32e-03
101156086	Acceptance	  -3.35976	  -4.72108	 7.99e-01
101156086	Publication	  -2.52760	  -8.07707	 6.04e-01
101156357	Acceptance	  -1.18194	  -1.21801	 6.95e-01
101156990	Acceptance	   5.84102	   4.08781	 8.06e-02
101157208	Acceptance	   8.41555	   7.36173	 1.09e-02
101157212	Acceptance	   6.02513	   5.72168	 1.91e-01
101157239	Acceptance	  -2.65848	  -2.03465	 5.77e-02
101157394	Acceptance	   5.87183	   4.52913	 3.73e-08
101157394	Publication	  -1.84403	  -9.42419	 5.87e-12
101158091	Acceptance	   5.13896	   3.70592	 7.00e-13
101158399	Acceptance	 -38.94554	 -36.79662	 2.66e-02
101158399	Publication	   5.81358	  15.97331	 2.15e-01
101159763	Acceptance	  -5.33080	  -3.29280	 6.29e-08
101159763	Publication	  -3.41475	  -2.85255	 3.06e-05
101159770	Acceptance	  -0.65459	  -0.35135	 7.08e-01
101159770	Publication	  -3.94472	  -3.77365	 1.45e-07
101159772	Acceptance	 -12.86994	  -5.71362	 2.28e-04
101159772	Publication	  -5.36700	  -5.78059	 5.23e-05
101159952	Acceptance	   1.42163	   2.24808	 1.10e-02
101159952	Publication	   1.19339	  36.84724	 3.13e-53
101160559	Acceptance	  25.31055	  11.74424	 2.75e-03
101160559	Publication	 -48.46560	 -83.34272	 1.34e-13
101160775	Acceptance	   1.27146	   1.52112	 8.83e-02
101160775	Publication	  -2.59876	 -13.30548	 1.45e-37
101160857	Acceptance	 -11.49368	  -8.60135	 1.90e-08
101160857	Publication	  -2.01691	  -5.33671	 2.88e-05
101160862	Acceptance	   1.83205	   1.09800	 1.48e-19
101160862	Publication	  -4.75862	 -24.31136	1.66e-218
101162515	Acceptance	   9.83522	  17.70227	 2.28e-05
101162596	Acceptance	  -4.92415	  -5.30503	 1.50e-05
101162596	Publication	  -5.00823	  -7.06520	 4.03e-17
101163270	Acceptance	   8.30024	   4.70739	 3.09e-04
101163270	Publication	  -8.51320	  -7.93420	 4.54e-07
101163637	Acceptance	  19.67999	  11.41847	 3.89e-07
101164708	Acceptance	  -7.90558	 -10.30226	 4.98e-01
101166135	Acceptance	  20.82396	   9.01719	 8.39e-14
101166135	Publication	  -1.55364	  -8.13267	 5.40e-06
101167001	Acceptance	  14.08778	  12.39573	 6.15e-01
101167001	Publication	  -9.88758	 -63.13197	 3.92e-02
101167473	Acceptance	   3.76168	   3.65906	 3.76e-07
101167473	Publication	  -4.89403	 -19.63272	 5.30e-29
101168070	Publication	   5.13604	   8.90816	 1.13e-01
101168228	Acceptance	  -7.80396	  -5.68073	 1.15e-02
101168228	Publication	   0.79202	   1.50777	 6.39e-01
101168329	Acceptance	  15.23351	  17.42214	 1.97e-12
101168329	Publication	  -3.86262	  -7.39536	 7.55e-05
101168357	Acceptance	  -5.31872	  -5.31136	 5.35e-01
101168357	Publication	 141.53560	  57.11863	 3.17e-36
101168776	Acceptance	   2.23166	   2.40372	 6.71e-02
101168776	Publication	  -1.30401	  -2.62238	 4.49e-02
101170464	Acceptance	   3.86064	   3.66376	 1.22e-03
101170464	Publication	   2.25706	  23.04679	 1.37e-25
101170476	Acceptance	   5.94716	   2.42347	 1.35e-02
101170476	Publication	   2.02914	  29.56194	 5.93e-18
101170481	Acceptance	 -10.08021	  -5.06324	 1.40e-06
101170481	Publication	   3.13633	  26.77082	 1.34e-33
101170508	Acceptance	   7.17564	   5.65368	 3.16e-02
101170508	Publication	   3.94741	   7.96300	 7.02e-02
101170535	Acceptance	  -2.29758	  -0.93023	 1.85e-01
101170535	Publication	   3.17506	  22.80856	 3.23e-31
101170539	Acceptance	   1.35663	   0.99786	 1.23e-01
101170539	Publication	   2.40969	  34.65183	 6.65e-20
101170542	Acceptance	  -0.05223	  -0.04292	 9.64e-01
101170542	Publication	   5.16604	  28.39200	 3.23e-31
101170544	Acceptance	   2.55835	   1.72560	 2.38e-06
101170544	Publication	   2.76332	  22.78897	8.58e-101
101174629	Acceptance	   2.16815	   1.89128	 5.94e-03
101174629	Publication	   3.94542	   4.67133	 2.51e-29
101174817	Acceptance	  -1.53797	  -1.03601	 4.65e-01
101174817	Publication	  -5.20602	  -2.63541	 1.44e-01
101175532	Acceptance	 -15.01613	 -22.89627	 9.40e-12
101175532	Publication	  -8.45429	  -6.79621	 2.76e-01
101176417	Acceptance	   3.52509	   4.63337	 3.94e-02
101176417	Publication	   6.81851	   8.52646	 1.13e-04
101177984	Acceptance	   7.08989	   4.50802	 1.45e-05
101177984	Publication	  -2.65657	 -10.75630	 5.68e-24
101178352	Acceptance	  -8.11044	 -31.26783	 2.68e-03
101178411	Acceptance	   8.23703	   3.82113	 2.63e-05
101178411	Publication	   1.88040	  28.65774	 5.70e-22
101178414	Publication	   0.51172	  58.81842	 1.68e-04
101183692	Acceptance	  -4.38624	  -5.32283	 7.94e-05
101183692	Publication	 -10.34386	 -19.56365	 1.14e-30
101183755	Acceptance	   3.05933	   2.02615	 2.42e-10
101183755	Publication	  -2.45424	  -5.03217	 3.53e-69
101184586	Acceptance	  15.11627	  11.76363	 1.96e-03
101184586	Publication	   2.82904	   9.44586	 1.73e-01
101185242	Acceptance	  -1.39499	  -1.05123	 7.96e-01
101185267	Publication	  -5.90052	  -4.16168	 5.87e-01
101185472	Acceptance	   0.15388	   0.09762	 9.79e-01
101185472	Publication	  -1.19280	  -3.23526	 1.32e-01
101186153	Acceptance	 -38.71196	 -17.95086	 1.32e-05
101186153	Publication	 -81.43376	 -45.35709	 3.30e-16
101186374	Acceptance	   4.27911	   3.66377	 2.54e-18
101186374	Publication	   0.49158	   1.14365	 5.26e-04
101186624	Acceptance	  -5.39303	  -5.47242	 1.89e-08
101186624	Publication	  -6.42706	 -11.67998	 8.14e-34
101187344	Acceptance	  -4.49546	  -3.56215	 1.89e-03
101188418	Acceptance	  -1.45480	  -0.96781	 1.80e-01
101188418	Publication	  -2.03146	  -1.87571	 3.53e-02
101189034	Acceptance	   0.86274	   0.74541	 4.19e-01
101189034	Publication	  -9.65939	  -9.33201	 1.48e-15
101189728	Acceptance	  -7.66752	  -2.75443	 1.04e-03
101189728	Publication	  -7.98921	 -15.79630	 2.18e-07
101189774	Acceptance	  -0.32251	  -0.14531	 8.01e-01
101190326	Acceptance	  -0.11104	  -0.43862	 8.13e-01
101190326	Publication	  -9.97027	 -12.01759	 1.27e-07
101190720	Acceptance	  -5.14735	  -5.87703	 5.29e-12
101190720	Publication	   2.03704	  35.60776	 5.66e-31
101190723	Acceptance	  -5.61607	  -5.00061	 1.42e-17
101190723	Publication	   4.13239	  24.71607	8.68e-104
101190741	Acceptance	   2.57879	   2.45910	 3.64e-09
101190741	Publication	   2.19643	  24.03145	4.56e-128
101190915	Acceptance	  -3.47635	  -2.74405	 1.38e-01
101190915	Publication	  -9.90605	 -12.29726	 1.68e-16
101193653	Acceptance	  -4.43758	  -5.67858	 2.30e-06
101193653	Publication	  -4.15629	 -17.24772	 1.70e-24
101197608	Acceptance	 -14.26128	 -18.88000	 6.19e-06
101197608	Publication	  -6.16837	  -9.49911	 1.10e-01
101199824	Publication	  -6.50533	 -12.75027	 4.57e-06
101200317	Acceptance	   0.23593	   0.31475	 7.46e-01
101200317	Publication	  -1.21555	 -11.92277	 1.14e-09
101200389	Acceptance	   1.79790	   2.25669	 2.47e-01
101200389	Publication	   2.16610	  51.16388	 9.51e-09
101200445	Acceptance	  -5.06663	  -5.99669	 6.14e-07
101200445	Publication	 -18.91435	 -25.43305	 1.02e-29
101201192	Acceptance	  14.09604	   5.67990	 8.48e-02
101201192	Publication	 -14.31073	 -31.14523	 3.83e-09
101201501	Acceptance	  52.01493	  37.52180	 4.11e-18
101201501	Publication	 -20.47912	 -81.13936	 7.78e-08
101201591	Acceptance	  13.42554	   9.19712	 1.39e-04
101201591	Publication	   2.87348	  32.52614	 9.42e-11
101201889	Acceptance	   5.94097	   5.66061	 9.82e-02
101201889	Publication	   0.64929	   1.38959	 4.45e-01
101204366	Acceptance	   4.49177	   7.87083	6.25e-126
101204366	Publication	  -0.85199	  -8.52899	 8.07e-03
101206517	Acceptance	   0.34165	   0.35918	 8.31e-01
101207332	Acceptance	  -7.40795	  -9.38082	 4.83e-02
101207332	Publication	  17.25743	  12.66747	 5.17e-03
101207337	Acceptance	  -2.78937	  -1.60995	 7.77e-02
101207337	Publication	  39.35642	  17.58097	 8.24e-02
101208422	Acceptance	  -1.68112	  -1.92313	 3.88e-01
101208422	Publication	  -3.25946	  -6.90468	 3.40e-03
101208439	Acceptance	   0.35537	   0.70407	 7.49e-01
101208441	Acceptance	   7.37524	   4.38754	 2.51e-04
101208455	Acceptance	   8.47052	   7.73313	 6.68e-08
101209214	Acceptance	   8.03797	  10.07839	 3.92e-08
101213729	Acceptance	   3.69776	   6.81569	 1.69e-23
101213729	Publication	   1.37454	  15.15014	 8.29e-04
101213954	Acceptance	   6.49554	   6.73861	 3.46e-23
101213954	Publication	   2.90060	  12.93389	 9.13e-18
101214424	Acceptance	   8.98208	   4.40463	 3.49e-06
101214424	Publication	   3.30832	   6.57318	 1.87e-11
101214741	Acceptance	   8.66225	   4.52487	 3.59e-04
101214741	Publication	   1.57505	  19.77807	 2.01e-05
101214918	Acceptance	  -4.80112	  -3.46135	 2.93e-01
101214918	Publication	 -15.74635	 -14.54489	 1.00e-05
101215021	Acceptance	  -9.26836	  -9.48732	1.06e-131
101215021	Publication	 -16.24515	 -19.17826	 6.05e-56
101215093	Acceptance	 -13.33861	 -14.88622	 6.62e-02
101215093	Publication	 -25.80972	 -36.19781	 4.33e-06
101215374	Acceptance	   7.90234	   7.73628	 3.39e-03
101215374	Publication	  38.35705	  24.72573	 5.85e-35
101215604	Acceptance	   8.61717	   7.02166	 7.31e-53
101215604	Publication	   1.05172	   2.79644	 1.19e-07
101216893	Acceptance	   5.26562	   4.95614	 4.14e-17
101216893	Publication	   2.35161	  32.76330	 6.82e-91
101217089	Acceptance	   0.49800	   0.24395	 5.86e-01
101217089	Publication	   2.02040	  29.51896	 5.29e-70
101219693	Acceptance	  14.60244	  14.41301	 6.22e-03
101220159	Acceptance	  10.16575	  11.32774	 6.16e-03
101220159	Publication	 -39.73609	 -46.48569	 2.88e-05
101222144	Acceptance	   8.88951	   4.12869	 1.26e-03
101222144	Publication	  -7.79363	 -14.07147	 1.36e-19
101222274	Acceptance	  -0.95733	  -0.76550	 2.99e-01
101222431	Acceptance	   2.41439	   1.23028	 2.58e-02
101222431	Publication	  -4.65231	  -9.74826	 3.15e-45
101222974	Acceptance	   2.73064	   2.55078	 2.45e-06
101222974	Publication	   2.80359	  24.38370	 5.96e-92
101223209	Acceptance	  -2.06884	  -2.03308	 2.30e-02
101223209	Publication	  -2.15107	  -7.03481	 1.12e-13
101223836	Acceptance	   9.43840	  24.90636	 1.32e-05
101223836	Publication	   3.12874	   6.27621	 8.33e-02
101224380	Acceptance	   7.47622	   4.48382	 1.81e-04
101224380	Publication	   2.24427	  23.54967	 9.07e-26
101224383	Acceptance	  -1.19272	  -1.13033	 2.29e-01
101224383	Publication	   1.98596	  31.55511	 2.72e-31
101225531	Acceptance	  -1.40932	  -1.83566	 1.82e-01
101225531	Publication	  -6.59435	 -15.07226	 1.09e-17
101226117	Acceptance	  -0.03865	  -0.06577	 8.90e-01
101226117	Publication	   4.18057	  12.50997	1.02e-159
101226123	Acceptance	   7.45281	   6.79975	 7.86e-10
101226123	Publication	  -3.93731	 -10.96319	 1.15e-35
101226507	Acceptance	  12.14647	  14.94388	 1.43e-07
101226507	Publication	   9.22089	  14.74044	 5.53e-02
101226508	Acceptance	   6.20905	   6.88551	 4.30e-02
101226508	Publication	  -3.84702	  -9.63042	 2.13e-02
101226509	Acceptance	  14.18732	  16.94901	 5.01e-09
101226509	Publication	  50.46797	  59.41565	 3.85e-11
101226510	Acceptance	   4.84454	   6.03369	 2.12e-02
101226510	Publication	 -10.83909	 -17.79343	 1.58e-04
101226876	Acceptance	  -4.75021	  -3.45643	 4.49e-01
101227566	Acceptance	  19.99391	  18.84064	 2.24e-05
101227995	Acceptance	-109.48781	 -25.48836	 1.71e-01
101228183	Acceptance	   1.52021	   1.49428	 4.15e-01
101228232	Acceptance	   3.50029	   3.63185	 3.25e-06
101228232	Publication	  -1.28780	  -7.07230	 1.03e-14
101229224	Acceptance	   1.36664	   1.34443	 4.36e-01
101229224	Publication	   1.23505	   2.01204	 1.96e-01
101229646	Acceptance	  11.08617	  10.77685	 1.35e-08
101229646	Publication	  -2.73533	  -8.87299	 1.30e-20
101229718	Acceptance	  -4.00864	 -24.73895	 2.11e-04
101229718	Publication	  -0.46258	  -6.44051	 4.77e-02
101230058	Acceptance	  26.67775	  13.35873	 1.51e-01
101230758	Acceptance	   7.99214	   7.80367	 9.08e-15
101230758	Publication	  -7.31480	 -18.15045	 1.53e-70
101230907	Acceptance	  -6.03228	  -8.34286	 6.09e-02
101230907	Publication	   5.83273	  11.82912	 1.46e-01
101231179	Acceptance	  15.01322	  16.69711	 3.82e-30
101231179	Publication	  -4.34301	 -16.55000	 3.77e-03
101231360	Acceptance	   5.22388	   2.72755	 2.93e-10
