year_accepted	percentile	delay	articles
2010	100.0	1095.00	269528
2011	  0.0	   1.00	321095
2011	  2.5	   5.00	321095
2011	  5.0	  11.00	321095
2011	  7.5	  19.00	321095
2011	 10.0	  26.00	321095
2011	 12.5	  32.00	321095
2011	 15.0	  37.00	321095
2011	 17.5	  42.00	321095
2011	 20.0	  47.00	321095
2011	 22.5	  51.00	321095
2011	 25.0	  55.00	321095
2011	 27.5	  59.00	321095
2011	 30.0	  63.00	321095
2011	 32.5	  67.00	321095
2011	 35.0	  71.00	321095
2011	 37.5	  75.00	321095
2011	 40.0	  79.00	321095
2011	 42.5	  84.00	321095
2011	 45.0	  88.00	321095
2011	 47.5	  92.00	321095
2011	 50.0	  97.00	321095
2011	 52.5	 102.00	321095
2011	 55.0	 106.00	321095
2011	 57.5	 111.00	321095
2011	 60.0	 117.00	321095
2011	 62.5	 122.00	321095
2011	 65.0	 128.00	321095
2011	 67.5	 134.00	321095
2011	 70.0	 141.00	321095
2011	 72.5	 148.00	321095
2011	 75.0	 156.00	321095
2011	 77.5	 165.00	321095
2011	 80.0	 174.00	321095
2011	 82.5	 185.00	321095
2011	 85.0	 198.00	321095
2011	 87.5	 214.00	321095
2011	 90.0	 233.00	321095
2011	 92.5	 259.00	321095
2011	 95.0	 298.00	321095
2011	 97.5	 371.00	321095
2011	100.0	1093.00	321095
2012	  0.0	   1.00	371793
2012	  2.5	   5.00	371793
2012	  5.0	  13.00	371793
2012	  7.5	  21.00	371793
2012	 10.0	  28.00	371793
2012	 12.5	  34.00	371793
2012	 15.0	  39.00	371793
2012	 17.5	  44.00	371793
2012	 20.0	  48.00	371793
2012	 22.5	  52.00	371793
2012	 25.0	  56.00	371793
2012	 27.5	  60.00	371793
2012	 30.0	  64.00	371793
2012	 32.5	  68.00	371793
2012	 35.0	  72.00	371793
2012	 37.5	  76.00	371793
2012	 40.0	  80.00	371793
2012	 42.5	  84.00	371793
2012	 45.0	  88.00	371793
2012	 47.5	  92.00	371793
2012	 50.0	  97.00	371793
2012	 52.5	 101.00	371793
2012	 55.0	 106.00	371793
2012	 57.5	 111.00	371793
2012	 60.0	 116.00	371793
2012	 62.5	 122.00	371793
2012	 65.0	 127.00	371793
2012	 67.5	 133.00	371793
2012	 70.0	 140.00	371793
2012	 72.5	 147.00	371793
2012	 75.0	 155.00	371793
2012	 77.5	 164.00	371793
2012	 80.0	 174.00	371793
2012	 82.5	 185.00	371793
2012	 85.0	 198.00	371793
2012	 87.5	 213.00	371793
2012	 90.0	 233.00	371793
2012	 92.5	 259.00	371793
2012	 95.0	 298.00	371793
2012	 97.5	 371.00	371793
2012	100.0	1095.00	371793
2013	  0.0	   1.00	436082
2013	  2.5	   5.00	436082
2013	  5.0	  13.00	436082
2013	  7.5	  21.00	436082
2013	 10.0	  28.00	436082
2013	 12.5	  34.00	436082
2013	 15.0	  39.00	436082
2013	 17.5	  43.00	436082
2013	 20.0	  48.00	436082
2013	 22.5	  52.00	436082
2013	 25.0	  56.00	436082
2013	 27.5	  60.00	436082
2013	 30.0	  64.00	436082
2013	 32.5	  67.00	436082
2013	 35.0	  71.00	436082
2013	 37.5	  75.00	436082
2013	 40.0	  79.00	436082
2013	 42.5	  83.00	436082
2013	 45.0	  87.00	436082
2013	 47.5	  91.00	436082
2013	 50.0	  95.00	436082
2013	 52.5	 100.00	436082
2013	 55.0	 104.00	436082
2013	 57.5	 109.00	436082
2013	 60.0	 114.00	436082
2013	 62.5	 119.00	436082
2013	 65.0	 125.00	436082
2013	 67.5	 131.00	436082
2013	 70.0	 138.00	436082
2013	 72.5	 145.00	436082
2013	 75.0	 152.00	436082
2013	 77.5	 161.00	436082
2013	 80.0	 170.00	436082
2013	 82.5	 181.00	436082
2013	 85.0	 193.00	436082
2013	 87.5	 209.00	436082
2013	 90.0	 228.00	436082
2013	 92.5	 253.00	436082
2013	 95.0	 290.00	436082
2013	 97.5	 360.00	436082
2013	100.0	1095.00	436082
2014	  0.0	   1.00	467313
2014	  2.5	   5.00	467313
2014	  5.0	  13.00	467313
2014	  7.5	  22.00	467313
2014	 10.0	  30.00	467313
2014	 12.5	  36.00	467313
2014	 15.0	  41.00	467313
2014	 17.5	  46.00	467313
2014	 20.0	  50.00	467313
2014	 22.5	  54.00	467313
2014	 25.0	  58.00	467313
2014	 27.5	  62.00	467313
2014	 30.0	  66.00	467313
2014	 32.5	  70.00	467313
2014	 35.0	  74.00	467313
2014	 37.5	  77.00	467313
2014	 40.0	  81.00	467313
2014	 42.5	  85.00	467313
2014	 45.0	  89.00	467313
2014	 47.5	  93.00	467313
2014	 50.0	  98.00	467313
2014	 52.5	 102.00	467313
2014	 55.0	 106.00	467313
2014	 57.5	 111.00	467313
2014	 60.0	 116.00	467313
2014	 62.5	 121.00	467313
2014	 65.0	 127.00	467313
2014	 67.5	 133.00	467313
2014	 70.0	 139.00	467313
2014	 72.5	 146.00	467313
2014	 75.0	 153.00	467313
2014	 77.5	 161.00	467313
2014	 80.0	 170.00	467313
2014	 82.5	 181.00	467313
2014	 85.0	 193.00	467313
2014	 87.5	 208.00	467313
2014	 90.0	 225.00	467313
2014	 92.5	 250.00	467313
2014	 95.0	 286.00	467313
2014	 97.5	 355.00	467313
2014	100.0	1095.00	467313
2015	  0.0	   1.00	221617
2015	  2.5	   5.00	221617
2015	  5.0	  14.00	221617
2015	  7.5	  24.00	221617
2015	 10.0	  31.00	221617
2015	 12.5	  37.00	221617
2015	 15.0	  43.00	221617
2015	 17.5	  47.00	221617
2015	 20.0	  52.00	221617
2015	 22.5	  56.00	221617
2015	 25.0	  60.00	221617
2015	 27.5	  64.00	221617
2015	 30.0	  68.00	221617
2015	 32.5	  72.00	221617
2015	 35.0	  76.00	221617
2015	 37.5	  79.00	221617
2015	 40.0	  83.00	221617
2015	 42.5	  87.00	221617
2015	 45.0	  91.00	221617
2015	 47.5	  95.00	221617
2015	 50.0	  99.00	221617
2015	 52.5	 104.00	221617
2015	 55.0	 108.00	221617
2015	 57.5	 113.00	221617
2015	 60.0	 118.00	221617
2015	 62.5	 123.00	221617
2015	 65.0	 128.00	221617
2015	 67.5	 134.00	221617
2015	 70.0	 141.00	221617
2015	 72.5	 148.00	221617
2015	 75.0	 155.00	221617
2015	 77.5	 163.00	221617
2015	 80.0	 172.00	221617
2015	 82.5	 183.00	221617
2015	 85.0	 195.00	221617
2015	 87.5	 210.00	221617
2015	 90.0	 228.00	221617
2015	 92.5	 251.00	221617
2015	 95.0	 282.00	221617
2015	 97.5	 344.00	221617
2015	100.0	1094.00	221617
